LocalDate,CloudCover,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/8/2018,1/2 of sky,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/8/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
6/7/2018,clear,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/5/2018,clear,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/7/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/11/2018,1/2 of sky,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/8/2018,1/2 of sky,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/11/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/11/2018,1/4 of sky,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/11/2018,1/4 of sky,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/11/2018,1/4 of sky,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
7/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/7/2018,1/4 of sky,,,,,,,,,,,,,,
9/12/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/12/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/12/2018,1/4 of sky,,,,,,,,,,,,,,
9/5/2018,clear,,,,,,,,,,,,,,
9/13/2018,1/4 of sky,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
8/9/2018,clear,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/10/2018,1/4 of sky,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/7/2018,clear,,,,,,,,,,,,,,
9/13/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/13/2018,1/4 of sky,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/13/2018,clear,,,,,,,,,,,,,,
9/15/2018,clear,,,,,,,,,,,,,,
9/9/2018,1/4 of sky,,,,,,,,,,,,,,
9/15/2018,clear,,,,,,,,,,,,,,
9/15/2018,clear,,,,,,,,,,,,,,
9/4/2018,clear,,,,,,,,,,,,,,
9/5/2018,clear,,,,,,,,,,,,,,
9/6/2018,1/2 of sky,,,,,,,,,,,,,,
9/14/2018,clear,,,,,,,,,,,,,,
9/15/2018,1/4 of sky,,,,,,,,,,,,,,
9/16/2018,clear,,,,,,,,,,,,,,
9/15/2018,clear,,,,,,,,,,,,,,
9/15/2018,clear,,,,,,,,,,,,,,
9/11/2018,clear,,,,,,,,,,,,,,
9/16/2018,clear,,,,,,,,,,,,,,
9/15/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/18/2018,clear,,,,,,,,,,,,,,
9/5/2018,1/4 of sky,,,,,,,,,,,,,,
9/4/2018,clear,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/10/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/18/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/18/2018,clear,,,,,,,,,,,,,,
9/19/2018,clear,,,,,,,,,,,,,,
9/18/2018,clear,,,,,,,,,,,,,,
9/3/2018,clear,,,,,,,,,,,,,,
9/6/2018,1/2 of sky,,,,,,,,,,,,,,
9/19/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/19/2018,clear,,,,,,,,,,,,,,
9/20/2018,clear,,,,,,,,,,,,,,
8/4/2018,clear,,,,,,,,,,,,,,
8/21/2018,clear,,,,,,,,,,,,,,
8/29/2018,clear,,,,,,,,,,,,,,
9/3/2018,clear,,,,,,,,,,,,,,
9/4/2018,clear,,,,,,,,,,,,,,
8/13/2018,clear,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/12/2018,clear,,,,,,,,,,,,,,
9/18/2018,clear,,,,,,,,,,,,,,
9/20/2018,1/2 of sky,,,,,,,,,,,,,,
9/20/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/20/2018,clear,,,,,,,,,,,,,,
9/21/2018,clear,,,,,,,,,,,,,,
9/21/2018,1/2 of sky,,,,,,,,,,,,,,
9/21/2018,clear,,,,,,,,,,,,,,
9/22/2018,clear,,,,,,,,,,,,,,
9/21/2018,clear,,,,,,,,,,,,,,
9/23/2018,1/4 of sky,,,,,,,,,,,,,,
9/23/2018,1/2 of sky,,,,,,,,,,,,,,
9/23/2018,1/4 of sky,,,,,,,,,,,,,,
9/23/2018,1/2 of sky,,,,,,,,,,,,,,
9/23/2018,1/2 of sky,,,,,,,,,,,,,,
9/24/2018,1/4 of sky,,,,,,,,,,,,,,
9/24/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/24/2018,clear,,,,,,,,,,,,,,
9/24/2018,clear,,,,,,,,,,,,,,
9/24/2018,1/2 of sky,,,,,,,,,,,,,,
9/24/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/25/2018,1/4 of sky,,,,,,,,,,,,,,
9/25/2018,1/4 of sky,,,,,,,,,,,,,,
9/14/2018,1/2 of sky,,,,,,,,,,,,,,
9/25/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/26/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/4/2018,1/4 of sky,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/9/2018,clear,,,,,,,,,,,,,,
9/27/2018,1/4 of sky,,,,,,,,,,,,,,
9/27/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/27/2018,clear,,,,,,,,,,,,,,
9/26/2018,clear,,,,,,,,,,,,,,
9/27/2018,clear,,,,,,,,,,,,,,
9/28/2018,clear,,,,,,,,,,,,,,
9/28/2018,clear,,,,,,,,,,,,,,
9/27/2018,clear,,,,,,,,,,,,,,
9/29/2018,1/2 of sky,,,,,,,,,,,,,,
9/28/2018,clear,,,,,,,,,,,,,,
9/28/2018,over 1/2 of sky,,,,,,,,,,,,,,
9/28/2018,clear,,,,,,,,,,,,,,
9/28/2018,clear,,,,,,,,,,,,,,
9/28/2018,1/4 of sky,,,,,,,,,,,,,,
9/29/2018,clear,,,,,,,,,,,,,,
9/29/2018,clear,,,,,,,,,,,,,,
9/29/2018,1/4 of sky,,,,,,,,,,,,,,
9/30/2018,clear,,,,,,,,,,,,,,
9/10/2018,clear,,,,,,,,,,,,,,
9/30/2018,clear,,,,,,,,,,,,,,
9/30/2018,clear,,,,,,,,,,,,,,
9/30/2018,clear,,,,,,,,,,,,,,
9/30/2018,1/4 of sky,,,,,,,,,,,,,,
9/30/2018,clear,,,,,,,,,,,,,,
9/30/2018,clear,,,,,,,,,,,,,,
9/30/2018,clear,,,,,,,,,,,,,,
9/30/2018,clear,,,,,,,,,,,,,,
9/30/2018,1/2 of sky,,,,,,,,,,,,,,
10/1/2018,clear,,,,,,,,,,,,,,
9/28/2018,clear,,,,,,,,,,,,,,
10/1/2018,clear,,,,,,,,,,,,,,
10/1/2018,1/4 of sky,,,,,,,,,,,,,,
10/1/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/1/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/1/2018,1/4 of sky,,,,,,,,,,,,,,
10/1/2018,1/2 of sky,,,,,,,,,,,,,,
9/30/2018,clear,,,,,,,,,,,,,,
10/1/2018,1/2 of sky,,,,,,,,,,,,,,
10/1/2018,clear,,,,,,,,,,,,,,
10/1/2018,clear,,,,,,,,,,,,,,
10/1/2018,clear,,,,,,,,,,,,,,
10/1/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,1/2 of sky,,,,,,,,,,,,,,
10/2/2018,1/4 of sky,,,,,,,,,,,,,,
10/2/2018,1/4 of sky,,,,,,,,,,,,,,
10/2/2018,1/4 of sky,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/2/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/2/2018,1/4 of sky,,,,,,,,,,,,,,
9/30/2018,clear,,,,,,,,,,,,,,
10/3/2018,1/2 of sky,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
9/28/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/3/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/3/2018,1/2 of sky,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,1/4 of sky,,,,,,,,,,,,,,
10/4/2018,1/4 of sky,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,1/4 of sky,,,,,,,,,,,,,,
10/4/2018,1/2 of sky,,,,,,,,,,,,,,
10/4/2018,1/2 of sky,,,,,,,,,,,,,,
10/4/2018,1/2 of sky,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
9/15/2018,clear,,,,,,,,,,,,,,
10/5/2018,1/4 of sky,,,,,,,,,,,,,,
10/5/2018,1/4 of sky,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,1/2 of sky,,,,,,,,,,,,,,
10/5/2018,1/2 of sky,,,,,,,,,,,,,,
10/5/2018,1/2 of sky,,,,,,,,,,,,,,
10/5/2018,1/2 of sky,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,1/4 of sky,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/6/2018,1/4 of sky,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/5/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/4/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
5/10/2018,1/2 of sky,,,,,,,,,,,,,,
5/10/2018,1/2 of sky,,,,,,,,,,,,,,
10/3/2018,clear,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/6/2018,1/2 of sky,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/6/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/6/2018,1/2 of sky,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/7/2018,1/2 of sky,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/6/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/2/2018,clear,,,,,,,,,,,,,,
10/6/2018,1/4 of sky,,,,,,,,,,,,,,
10/7/2018,1/2 of sky,,,,,,,,,,,,,,
10/6/2018,1/2 of sky,,,,,,,,,,,,,,
10/7/2018,1/2 of sky,,,,,,,,,,,,,,
10/6/2018,1/2 of sky,,,,,,,,,,,,,,
10/6/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/7/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
1/7/2018,1/2 of sky,,,,,,,,,,,,,,
10/1/2018,1/2 of sky,,,,,,,,,,,,,,
10/7/2018,1/2 of sky,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/7/2018,1/4 of sky,,,,,,,,,,,,,,
10/6/2018,1/4 of sky,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,1/2 of sky,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
7/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/8/2018,1/2 of sky,,,,,,,,,,,,,,
10/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/8/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/4/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/5/2018,1/2 of sky,,,,,,,,,,,,,,
10/6/2018,1/4 of sky,,,,,,,,,,,,,,
10/7/2018,clear,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/5/2018,1/4 of sky,,,,,,,,,,,,,,
10/6/2018,clear,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/5/2018,clear,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/4/2018,1/4 of sky,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/4/2018,1/4 of sky,,,,,,,,,,,,,,
10/4/2018,1/4 of sky,,,,,,,,,,,,,,
10/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/4/2018,1/4 of sky,,,,,,,,,,,,,,
10/3/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,1/4 of sky,,,,,,,,,,,,,,
10/8/2018,clear,,,,,,,,,,,,,,
10/10/2018,clear,,,,,,,,,,,,,,
10/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/9/2018,1/4 of sky,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/9/2018,1/2 of sky,,,,,,,,,,,,,,
10/9/2018,1/4 of sky,,,,,,,,,,,,,,
10/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/9/2018,1/2 of sky,,,,,,,,,,,,,,
10/9/2018,1/2 of sky,,,,,,,,,,,,,,
10/9/2018,clear,,,,,,,,,,,,,,
10/9/2018,1/4 of sky,,,,,,,,,,,,,,
10/9/2018,over 1/2 of sky,,,,,,,,,,,,,,
10/9/2018,1/2 of sky,,,,,,,,,,,,,,
