SQMReading,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
6.2,,,,,,,,,,,,,,,
6.464,,,,,,,,,,,,,,,
6.5,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
