SQMReading,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,
6.1,,,,,,,,,,,,,,,,,,
6.1,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,
7.256,,,,,,,,,,,,,,,,,,
7.256,,,,,,,,,,,,,,,,,,
7.56,,,,,,,,,,,,,,,,,,
7.56,,,,,,,,,,,,,,,,,,
7.56,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,
9.11,,,,,,,,,,,,,,,,,,
9.6,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,
10.78,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,
11.11,,,,,,,,,,,,,,,,,,
11.13,,,,,,,,,,,,,,,,,,
11.13,,,,,,,,,,,,,,,,,,
11.83,,,,,,,,,,,,,,,,,,
11.85,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,
12.32,,,,,,,,,,,,,,,,,,
12.32,,,,,,,,,,,,,,,,,,
12.43,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,
13.2,,,,,,,,,,,,,,,,,,
13.5,,,,,,,,,,,,,,,,,,
13.61,,,,,,,,,,,,,,,,,,
13.65,,,,,,,,,,,,,,,,,,
13.86,,,,,,,,,,,,,,,,,,
13.89,,,,,,,,,,,,,,,,,,
13.94,,,,,,,,,,,,,,,,,,
13.97,,,,,,,,,,,,,,,,,,
13.98,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,
14.07,,,,,,,,,,,,,,,,,,
14.08,,,,,,,,,,,,,,,,,,
14.21,,,,,,,,,,,,,,,,,,
14.24,,,,,,,,,,,,,,,,,,
14.25,,,,,,,,,,,,,,,,,,
14.38,,,,,,,,,,,,,,,,,,
14.53,,,,,,,,,,,,,,,,,,
14.54,,,,,,,,,,,,,,,,,,
14.64,,,,,,,,,,,,,,,,,,
14.7,,,,,,,,,,,,,,,,,,
14.76,,,,,,,,,,,,,,,,,,
14.8,,,,,,,,,,,,,,,,,,
14.8,,,,,,,,,,,,,,,,,,
14.94,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,
15.06,,,,,,,,,,,,,,,,,,
15.13,,,,,,,,,,,,,,,,,,
15.32,,,,,,,,,,,,,,,,,,
15.36,,,,,,,,,,,,,,,,,,
15.4,,,,,,,,,,,,,,,,,,
15.45,,,,,,,,,,,,,,,,,,
15.47,,,,,,,,,,,,,,,,,,
15.49,,,,,,,,,,,,,,,,,,
15.5,,,,,,,,,,,,,,,,,,
15.51,,,,,,,,,,,,,,,,,,
15.51,,,,,,,,,,,,,,,,,,
15.52,,,,,,,,,,,,,,,,,,
15.57,,,,,,,,,,,,,,,,,,
15.61,,,,,,,,,,,,,,,,,,
15.65,,,,,,,,,,,,,,,,,,
15.73,,,,,,,,,,,,,,,,,,
15.73,,,,,,,,,,,,,,,,,,
15.84,,,,,,,,,,,,,,,,,,
15.86,,,,,,,,,,,,,,,,,,
15.88,,,,,,,,,,,,,,,,,,
15.99,,,,,,,,,,,,,,,,,,
16.02,,,,,,,,,,,,,,,,,,
16.02,,,,,,,,,,,,,,,,,,
16.04,,,,,,,,,,,,,,,,,,
16.05,,,,,,,,,,,,,,,,,,
16.07,,,,,,,,,,,,,,,,,,
16.1,,,,,,,,,,,,,,,,,,
16.12,,,,,,,,,,,,,,,,,,
16.18,,,,,,,,,,,,,,,,,,
16.18,,,,,,,,,,,,,,,,,,
16.19,,,,,,,,,,,,,,,,,,
16.2,,,,,,,,,,,,,,,,,,
16.21,,,,,,,,,,,,,,,,,,
16.22,,,,,,,,,,,,,,,,,,
16.23,,,,,,,,,,,,,,,,,,
16.27,,,,,,,,,,,,,,,,,,
16.3,,,,,,,,,,,,,,,,,,
16.3,,,,,,,,,,,,,,,,,,
16.3,,,,,,,,,,,,,,,,,,
16.3,,,,,,,,,,,,,,,,,,
16.35,,,,,,,,,,,,,,,,,,
16.35,,,,,,,,,,,,,,,,,,
16.37,,,,,,,,,,,,,,,,,,
16.39,,,,,,,,,,,,,,,,,,
16.41,,,,,,,,,,,,,,,,,,
16.41,,,,,,,,,,,,,,,,,,
16.42,,,,,,,,,,,,,,,,,,
16.42,,,,,,,,,,,,,,,,,,
16.43,,,,,,,,,,,,,,,,,,
16.43,,,,,,,,,,,,,,,,,,
16.44,,,,,,,,,,,,,,,,,,
16.46,,,,,,,,,,,,,,,,,,
16.5,,,,,,,,,,,,,,,,,,
16.52,,,,,,,,,,,,,,,,,,
16.54,,,,,,,,,,,,,,,,,,
16.55,,,,,,,,,,,,,,,,,,
16.55,,,,,,,,,,,,,,,,,,
16.57,,,,,,,,,,,,,,,,,,
16.58,,,,,,,,,,,,,,,,,,
16.58,,,,,,,,,,,,,,,,,,
16.6,,,,,,,,,,,,,,,,,,
16.6,,,,,,,,,,,,,,,,,,
16.6,,,,,,,,,,,,,,,,,,
16.67,,,,,,,,,,,,,,,,,,
16.67,,,,,,,,,,,,,,,,,,
16.67,,,,,,,,,,,,,,,,,,
16.67,,,,,,,,,,,,,,,,,,
16.68,,,,,,,,,,,,,,,,,,
16.69,,,,,,,,,,,,,,,,,,
16.69,,,,,,,,,,,,,,,,,,
16.7,,,,,,,,,,,,,,,,,,
16.71,,,,,,,,,,,,,,,,,,
16.73,,,,,,,,,,,,,,,,,,
16.74,,,,,,,,,,,,,,,,,,
16.74,,,,,,,,,,,,,,,,,,
