SQMReading,,,,,,,,,
9.12,,,,,,,,,
10.1,,,,,,,,,
11.08,,,,,,,,,
11.41,,,,,,,,,
11.56,,,,,,,,,
13.18,,,,,,,,,
13.18,,,,,,,,,
14.44,,,,,,,,,
15,,,,,,,,,
15.03,,,,,,,,,
15.06,,,,,,,,,
15.23,,,,,,,,,
15.26,,,,,,,,,
15.41,,,,,,,,,
15.47,,,,,,,,,
15.49,,,,,,,,,
15.49,,,,,,,,,
15.61,,,,,,,,,
15.75,,,,,,,,,
15.8,,,,,,,,,
15.85,,,,,,,,,
15.91,,,,,,,,,
16.01,,,,,,,,,
16.11,,,,,,,,,
16.13,,,,,,,,,
16.13,,,,,,,,,
16.14,,,,,,,,,
16.14,,,,,,,,,
16.15,,,,,,,,,
16.17,,,,,,,,,
16.18,,,,,,,,,
16.2,,,,,,,,,
16.21,,,,,,,,,
16.22,,,,,,,,,
16.22,,,,,,,,,
16.24,,,,,,,,,
16.24,,,,,,,,,
16.24,,,,,,,,,
16.24,,,,,,,,,
16.27,,,,,,,,,
16.31,,,,,,,,,
16.32,,,,,,,,,
16.32,,,,,,,,,
16.34,,,,,,,,,
16.34,,,,,,,,,
16.35,,,,,,,,,
16.38,,,,,,,,,
16.38,,,,,,,,,
16.39,,,,,,,,,
16.4,,,,,,,,,
16.4,,,,,,,,,
16.4,,,,,,,,,
16.4,,,,,,,,,
16.45,,,,,,,,,
16.45,,,,,,,,,
16.46,,,,,,,,,
16.46,,,,,,,,,
16.5,,,,,,,,,
16.5,,,,,,,,,
16.5,,,,,,,,,
16.5,,,,,,,,,
16.51,,,,,,,,,
16.53,,,,,,,,,
16.53,,,,,,,,,
16.54,,,,,,,,,
16.54,,,,,,,,,
16.55,,,,,,,,,
16.55,,,,,,,,,
16.55,,,,,,,,,
16.56,,,,,,,,,
16.57,,,,,,,,,
16.59,,,,,,,,,
16.6,,,,,,,,,
16.64,,,,,,,,,
16.65,,,,,,,,,
16.65,,,,,,,,,
16.7,,,,,,,,,
16.7,,,,,,,,,
16.71,,,,,,,,,
16.71,,,,,,,,,
16.74,,,,,,,,,
16.79,,,,,,,,,
16.81,,,,,,,,,
16.82,,,,,,,,,
16.87,,,,,,,,,
16.9,,,,,,,,,
16.94,,,,,,,,,
16.98,,,,,,,,,
17.01,,,,,,,,,
17.03,,,,,,,,,
17.05,,,,,,,,,
17.05,,,,,,,,,
17.08,,,,,,,,,
17.12,,,,,,,,,
17.12,,,,,,,,,
17.12,,,,,,,,,
17.18,,,,,,,,,
17.19,,,,,,,,,
17.24,,,,,,,,,
17.24,,,,,,,,,
17.25,,,,,,,,,
17.26,,,,,,,,,
17.26,,,,,,,,,
17.29,,,,,,,,,
17.3,,,,,,,,,
17.31,,,,,,,,,
17.35,,,,,,,,,
17.38,,,,,,,,,
17.4,,,,,,,,,
17.42,,,,,,,,,
17.45,,,,,,,,,
17.45,,,,,,,,,
17.46,,,,,,,,,
17.47,,,,,,,,,
17.49,,,,,,,,,
17.5,,,,,,,,,
17.51,,,,,,,,,
17.54,,,,,,,,,
17.55,,,,,,,,,
17.55,,,,,,,,,
17.59,,,,,,,,,
17.6,,,,,,,,,
17.62,,,,,,,,,
17.62,,,,,,,,,
17.64,,,,,,,,,
17.65,,,,,,,,,
17.66,,,,,,,,,
17.67,,,,,,,,,
17.68,,,,,,,,,
17.68,,,,,,,,,
17.68,,,,,,,,,
17.7,,,,,,,,,
17.7,,,,,,,,,
17.71,,,,,,,,,
17.74,,,,,,,,,
17.75,,,,,,,,,
17.75,,,,,,,,,
17.79,,,,,,,,,
17.79,,,,,,,,,
17.79,,,,,,,,,
17.81,,,,,,,,,
17.81,,,,,,,,,
17.81,,,,,,,,,
17.82,,,,,,,,,
17.83,,,,,,,,,
17.83,,,,,,,,,
17.85,,,,,,,,,
17.86,,,,,,,,,
17.89,,,,,,,,,
17.9,,,,,,,,,
17.9,,,,,,,,,
17.91,,,,,,,,,
17.92,,,,,,,,,
17.94,,,,,,,,,
17.94,,,,,,,,,
17.95,,,,,,,,,
17.97,,,,,,,,,
18.01,,,,,,,,,
18.01,,,,,,,,,
18.02,,,,,,,,,
18.02,,,,,,,,,
18.03,,,,,,,,,
18.05,,,,,,,,,
18.05,,,,,,,,,
18.07,,,,,,,,,
18.1,,,,,,,,,
18.12,,,,,,,,,
18.12,,,,,,,,,
18.14,,,,,,,,,
18.14,,,,,,,,,
18.15,,,,,,,,,
18.16,,,,,,,,,
18.17,,,,,,,,,
18.17,,,,,,,,,
18.17,,,,,,,,,
18.19,,,,,,,,,
18.19,,,,,,,,,
18.2,,,,,,,,,
18.22,,,,,,,,,
18.22,,,,,,,,,
18.24,,,,,,,,,
18.24,,,,,,,,,
18.24,,,,,,,,,
18.24,,,,,,,,,
18.24,,,,,,,,,
18.25,,,,,,,,,
18.25,,,,,,,,,
18.28,,,,,,,,,
18.3,,,,,,,,,
18.3,,,,,,,,,
18.3,,,,,,,,,
18.3,,,,,,,,,
18.31,,,,,,,,,
18.33,,,,,,,,,
18.33,,,,,,,,,
18.35,,,,,,,,,
18.36,,,,,,,,,
